,date,title,contents
0,2018.02.12.,"서울 주요상권, 공시지가는 오르는데 문 닫는 가게 늘어",하지만 서울시 '상권분석서비스'에 따르면 연남동 신규창업위험도는 '위험'이다. 서울시는 폐업률과 3년 생존율을 분석해 창업위험도를 '주의-의심-위험-고위험' 단계로 나눠 분석하고 있다.   서울시에 따르면...
1,2018.02.12.,서울살이 힘든 청년층 '김포 러시',최근 10년간 김포시로 유입된 청년층 상당수는 주택문제를 해결하기 위해 서울에서 이전한 것으로... 1%)'과 '폐업(13.1%)' 비율이 높아 청년창업과 사업 유지를 위한 대책 마련의 필요성을 시사했다. 시 관계자는...
2,2018.02.27.,추석 열차표 모바일 예매·휴양림에 반려견 허용 추진,국무회의서 발언하는 이낙연 총리 이낙연 국무총리가 27일 오전 서울 세종로 정부서울청사에서 열린... 식약처는 화장품 제조업 폐업신고 시 식약처와 세무서에 각각 신고서를 제출해야 하는 제도를 개선해 둘 중...
3,2018.02.27.,난립하는 중소여행사 폐업…피해는 소비자 ‘몫’,낮아 폐업땐 보상도 어려워 “우후죽순 창업뒤 운영악화 저가수주 경비 돌려막다 폐업하는 악순환” 지적... 피해신고를 접수하고 있는 서울시관광협회 관계자는 “피해신고가 약 170여건 들어왔으며 중복사례를...
4,2018.02.27.,"'너의 등짝에 스매싱' 엄현경, 가면남 정체 알았다···눈물로 이별",자영업자가 폐업하는 불황의 끝자락에 어느 몰락한 가장의 ‘사돈집 살이’와 ‘창업 재도전기’를 그린 드라마. 매주 월~목 오후 8시 20분에 방송된다. /서경스타 양지연기자 sestar@sedaily.com [서울경제 바로가기]이제...
5,2018.02.28.,[조간키워드] 2월 28일 신문을 통해 알게 된 이야기들,서울경제) ▷후계자 없어서… 문 닫는 日 중기 - 일본 산업경쟁력의 근간이라는 중소기업들이 대규모 폐업... (중앙일보) ▷ 18세 스티브 잡스 ‘친필 자소서’ 경매한다 - 애플 창업자이자 CEO(최고경영자)였던 스티브...
6,2018.02.27.,"정부, 명절 승차권 모바일 예매제 도입",올해 창업지원 업종을 확대하고 신기술과 신제품 시장진출을 지원하며 명절 승차권 모바일 예매제를 도입하는 등 30대 규제를 혁신하기로 했다. 정부는 27일 오전 정부서울청사에서 이낙연 국무총리 주재로 국무회의를...
7,2018.02.20.,군산 역대 3번째 고용위기지역 지정 수순…지원 내용은,20일 서울 여의도 국회에서 전국금속노동조합 한국지엠지부 조합원들을 만나 간담회를 갖고 있다. 2018.2.20/뉴스1 © News1 안은나 기자 일자리 사업비 우선 지원…실업급여 60일 연장 취업지원서비스·창업·직업능력개발...
8,2018.02.27.,"요즘 뜨는 창업 아이템 '파주닭국수', ""고정비 줄이며 안정적인 수익 창출""",파주닭국수 제공 [서울와이어 정시환 기자] 최근 장기화된 경기 침체로 인해 취업의 어려움과 더불어... 부부 창업도 가능하도록 했다. 한편 가맹 1년만에 50개 매장의 계약을 달성한 해당 업체는 폐업률 0%를 유지하며...
9,2018.02.20.,"사기당한 음악가, 이마트서 새우장 완판남으로 '인생역전'",무작정 서울로 상경했을 때만 해도 '브라더 새우장'의 송정수 대표(32)의 인생은 짜고 쓴 간장 같았다. 직접... 2011년도 창업 업종을 기준으로 2016년 말까지 폐업을 하지 않은 '사업지속률' 분석해 보면 음식숙박업의 경우...
10,2018.02.21.,"‘가맹점 고통, 본사도 함께할 것’ 쌀국수 전문점 월남선생, 원재료 가격 인...",월남선생 제공© News1 (서울=뉴스1) 김수경 에디터 = 베트남 쌀국수 전문점 월남선생은 최저임금 인상 등으로... 이를 통해 합리적인 비용으로 재창업·업종변경이 가능해 매출 부진과 자금 문제로 폐업과 업종변경 중간...
11,2018.02.15.,"[소상공인의 눈물]②설이 서러운 시장상인…""돼지고기 한근 판게 전부""","창업한 지 5년을 견디지 못 하고 폐업한 기업 중 소상공인 비중은 98% 이상이었다. ""경영난을 버티기 어렵다... 2017/02/13© News1이승환 경기침체·소비위축에 매출 반토막…""제수용품도 안팔려"" (서울=뉴스1) 이승환 기자..."
12,2018.02.19.,[로터리] 균형 잡힌 창업 생태계를 꿈꾸며,"이영 테르텐 대표 [서울경제] 얼마 전 명문대 몇 곳과 정부 관계자들이 배석한 ‘4차 산업혁명을 대비한... 다양한 창업지원 확대에도 낮은 기술 창업, 높은 폐업률 등으로 창업 3년 이하 벤처의 비중이 크게 축소된..."
13,2018.02.19.,"최저임금 인상으로 힘겨운 소상공인, 부산 등 지자체 지원이 '단비'","지난 1월 18일 장하성 정책실장이 최저임금 관련 소상공인 의견 청취를 위해 서울 관악구 신림사거리 일대... 재창업·폐업 상담, 마케팅 지원, 소공인 일자리 알선, 저소득층 서민 채무조정, 개인회생, 소액대출 알선..."
14,2018.02.21.,화훼장식기능사 수요 높아져…'플로스플라워' 플라워레슨 인기,한편 플로스플라워는 선진 냉장 시스템을 갖춘 프리미엄 플라워샵을 비롯하여 부산 중앙동과 서울 강남에... 특히 플로스플라워 교육과정을 이수하고 창업을 한 경우 아직까지 폐업이 1건도 없이 성공적으로 운영이 잘...
15,2018.02.12.,"""정부 창업지원 기업 고용인원 7년만에 34% 증가""",서울 창업 박람회[연합뉴스 자료사진] 창업지원 기업의 2016년 연평균 매출액은 5억8천500만원으로... 창업지원을 받았으나 폐업한 기업인들을 대상으로 폐업원인을 물은 결과 '영업 마케팅 실패'(40.9%)를 가장...
16,2018.02.23.,창작자로 성공하고 싶다면? ‘경기콘텐츠코리아랩’,누군가는 창업자의 대부분이 1~2년을 버티지 못하고 폐업한다는 이야기에 움츠러들어 도전할 엄두를 내지... 경기 콘텐츠코리아 랩의 외부전시 지원을 받아 참여한 작년 서울디자인페스티벌에서 제품 즉석판매 매진을...
17,2018.02.23.,소형주택 ‘붐’… 건축공사업체 급증,"창업 1년 미만의 신생 건설사이지만 마포구 성산동, 서대문구 창천동, 관악구 행운동 등 서울에서만 벌써... 건설업계 관계자는 “토목공사업이 수년째 침체기를 맞아 폐업하는 기업들이 늘고 있는 반면..."
18,2018.02.15.,"[소상공인의 눈물]③""아들아 절대 자영업 하지 마라""","창업한 지 5년을 견디지 못 하고 폐업한 기업 중 소상공인 비중은 98% 이상이었다. ""경영난을 버티기 어렵다... 청년창업 활성화해야 사업 실패해도 재도전 가능해야…""정부 지원 필요"" (서울=뉴스1) 이승환 기자 = ""대학생..."
19,2018.02.19.,사례로 본 부동산 증여-아파트보다 단독·상가부터 물려줘라 토지·건물은 5月...,사진은 서울 송파구 한 아파트 단지. &lt;매경DB&gt; ▶증여하기 좋은 부동산은 ▷기준가 낮은 단독·상가 증여에... 주 업종을 변경하거나 1년 이상 휴업 또는 폐업도 안 된다. 이 밖에 ‘창업자금 증여세 과세특례’도...
20,2018.02.19.,"“요즘 뜨는 소자본 창업아이템” 딜라이트 보청기, 4회 창업설명회 개최","[서울경제] 의학 기술의 발달로 기대수명이 점차 늘어나면서 먼 미래의 얘기일 것만 같았던 ‘100세 시대’... 통계청의 발표로는 1년 새 폐업한 자영업자가 10만 명에 이를 정도다. 그만큼 창업은 신중하게, 특히 아이템..."
21,2018.02.08.,2018년 유망 프랜차이즈 아이템은?,"줄고, 폐업하는 매장이 늘고 있는 상태다. 프랜차이즈 업계 관계자는 “외식업계가 유행에 민감해진 만큼 유행을 따라갈 수 있는 제품의 경쟁력과 기술력이 뒷받침하지 못하는 프랜차이즈 창업은 외식 프랜차이즈..."
22,2018.02.12.,"'너의 등짝에 스매싱' 윤서현, 한지완 고백 거절당해..온도차 연기에 소름",자영업자가 폐업하는 불황의 끝자락에 어느 몰락한 가장의 ‘사돈집 살이’와 ‘창업 재도전기’를 그린 드라마. 매주 월~목 오후 8시 20분에 방송된다. /양지연기자 sestar@sedaily.com [서울경제 바로가기]이제 주식시세도...
23,2018.02.07.,“또 文대통령 구두 치수 재러 청와대 가는 날 올까요”,폐업했다는 소식을 듣고 안타까워하셨다는 말을 들었다”고 밝혔다. 유 대표는 지난해 11월 서울 삼성동 코엑스몰에서 열린 중소기업벤처부 출범식에서 문 대통령과 재회했다고 한다. 유 대표는 “문 대통령이 창업...
24,2018.02.05.,김포 청년 10명 중 4명은 신도시 거주…창업 늘어,"청년 유입인구의 이전 거주지는 서울(41.7%), 경기(25.2%), 인천(20.7%) 순이었고, 전입 사유는 '주택'이 52.6%로 가장 많았다. 김포 거주 청년의 고용 형태를 보면 사업등록을 하고 창업한 이가 2014년 8천35명, 2015년..."
25,2018.02.14.,"프리미엄독서실 창업의 미래, 인테리어와 교육서비스는 함께 진화 한다",▶프리미엄 독서실 '하우스터디' 내부 모습 [서울경제] 독서실은 40년 이상 유지되어온 전통적인... 독서실의 현재와 미래를 살펴보는 시간을 통해 독서실 창업시장을 살펴보는 기회를 가져본다. 독서실 시장의 현재 기존...
26,2018.02.08.,"'너의 등짝에 스매싱' 엄현경, 이현진·가면남 사로잡는 케미 요정",자영업자가 폐업하는 불황의 끝자락에 어느 몰락한 가장의 ‘사돈집 살이’와 ‘창업 재도전기’를 그린 드라마. 매주 월~목 오후 8시 20분에 방송된다. /양지연기자 sestar@sedaily.com [서울경제 바로가기]이제 주식시세도...
27,2018.02.07.,창조나 혁신이나… 중기부 '신사업창업사관학교' 는 닮은 꼴,"[뉴데일리-권종일 기자] 소상공인들의 창·폐업이 빈번한 생계형 업종에서 非과밀업종으로 창업을 촉진하기... 한편, 중기부는 서울, 부산, 대구, 광주, 대전, 경기 등 권역별 6개 사관학교로 운영중이다."
28,2018.02.16.,"소자본 창업아이템 ‘보청기’, 회사 기술력·가격 따져야","통계청의 발표로는 1년 새 폐업한 자영업자가 10만 명에 이를 정도다. 그만큼 창업은 신중하게, 특히 아이템... 한편, '제4차 창업설명회'는 오는 2월 21일 오후 2시부터 4시까지 딜라이트 보청기 본사 대회의실(서울..."
29,2018.02.19.,"[모닝오늘] 지방선거, 각 지역 민심은?…현대·기아차, 美 내구품질조사서 역...","없는' 창업, 가능할까? 지난 13일, 국민의당과 바른정당이 합쳐 '바른미래당' 간판을 내걸고 정치권에서 신장개업을 했다. 그러나 모든 업종이 그러하듯, 개업보단 폐업이 쉬우며 '신장개업 효과'는..."
