,date,title,contents
0,2019.07.26.,서울 중개업소 2만5천곳 육박…생존경쟁에 불법 여전,"2분기 서울 공인중개사 현황을 보면 주택시장 침체 영향으로 서울에서 폐업(등록취소 포함)한 중개업소가... 취업난이 심해지면서 공인중개사에 관한 관심이 높아지고, 자격증 취득 이후 창업으로 이어지면서 개업..."
1,2019.07.18.,"서울지방중기청, 선동보리밥 백년가게 지정",백년가게 육성사업은 과도하게 높은 자영업자 비중과 빈번한 창·폐업 등 악순환 구조에서 지속성장의... 선동보리밥은 서울 성북구에 위치하고 있는 30년 전통의 보리밥 전문 음식점으로 1988년 대흥식당으로 창업(현...
2,2019.07.17.,"서울중기청, 성북구 맛집 '선동보리밥' 백년가게 지정",알리고자 서울지방중소기업청이 직접 현판을 제막하는 행사로 마련됐다. '백년가게 육성사업'은 과도하게 높은 자영업자 비중과 빈번한 창·폐업 등 악순환 구조에서 지속성장의 가치를 실현하는 소상공인 성공 모델을...
3,2019.07.29.,"새로 문 연 영세 자영업자, ‘카드 수수료’ 570억원 환급받는다",차모(55)씨는 올해 초 서울 도봉구의 한 상가에 작은 정육점을 열었다. 신용카드 결제 고객이 많아 카드... 앞으로는 차씨처럼 ‘골목상권’에서 새로 창업한 영세 가맹점의 카드 수수료 부담이 줄어든다. 매출이 적은...
4,2019.07.02.,[스포츠서울 소비자선호도1위브랜드대상 : 구노포차]요즘 뜨는 남자 소자본 술...,"지속적인 경기 침체가 지속됨에 따라 외식창업 시장에도 그늘이 드리워지면서, 경기의 영향을 덜 타고 리스크가 낮은 업종에 대한 관심이 높아지는 등 폐업 및 업종변경을 피하기 위해 아이템 선정에 대한 예비창업자들의..."
5,2019.07.31.,핫한 ‘마라 창업’… 혹했다간 ‘말아먹기’ 십상,서울시 식품위생업소 현황에 따르면 ‘카스테라’ 관련 상호로 사업을 한 식품위생업소는 122곳 중 자진 폐업이나 업종전환을 한 곳이 84곳에 달했다. 전문성 없이 운영이 가능한 프랜차이즈 전문점은 식품제조 공장에서...
6,2019.07.28.,"'회식 단골코스' 노래방 ""아 옛날이여""…2011년 정점찍고 내리막","워라밸 바람·'혼놀족' 증가에 발길 줄어…작년, 창업보다 폐업이 많아 KB금융 보고서…""변화는 불가피... 서울 여의도와 광화문 일대 직장인들이 회식 장소로 자주 찾는 '마포음식문화거리'는 송년 회식이 많은 12월..."
7,2019.07.30.,고가상가주택 양도세 폭탄에 공실률 '이중고'…매물 나올까,"권강수 한국창업부동산정보원 이사는 ""상수동은 원래 다 주택이었는데 상권이 발달하면서 4~5년 전부터... 상가정보연구소 분석에 따르면 올해 1분기 서울 주요지역 상업용 부동산의 공실률은 평균 11.0%로, 작년 4분기(11.4..."
8,2019.07.30.,[SNS 세상] 인스타 점령 흑당…대만 카스텔라처럼 '순삭' 안되려면,"너무 빠르게 많은 곳에서 동일한 메뉴를 판매하다 보면 유행이 끝났을 때 줄줄이 폐업으로 이어지는 것이 문제""라고 지적했다. 정 연구원은 ""자영업을 생각하는 이들은 준비 없는 따라 하기 창업을 지양해야 하고, 유행..."
9,2019.07.30.,소상공인 줄폐업에…전문 '폐업 도우미' 키우는 정부,임은주(가명)씨는 2년 전 서울의 한 대학가에 분식집을 차렸지만 적자가 계속되자 폐업하고 피자가게로... 부부는 어쩔 수 없이 폐업을 한 뒤 재창업을 준비했다. 세무사와 회계사로부터 컨설팅을 받고 폐업을 위한 부가세...
