,date,title,contents
0,2019.02.25.,"서울시, 경영 어려운 ‘추억가게’ 살린다","취약한 경쟁력으로 폐업 위기에 놓인 소상공인을 살리자는 취지에서 추진된다. 서울시는 동네 역사와... 통계청에 따르면 국내에서 창업 후 1년까지 생존할 확률은 63%, 5년 생존율은 29%에 그친다. 추억가게는 올해 25개..."
1,2019.02.11.,[소상공업계 일일동향] 정위·서울·인천·경기 분쟁조정협의회 출범식외,11일 소상공업계에서는 서울·인천·경기 지자체가 공정위와 함께 지자체 가맹·대리점 분쟁조정협의회... 이어 CU가맹점주협의회는 본사에 ▲폐점 위약금 철폐·한시적 희망폐업 시행 ▲최저수익보장제 확대로 무분별한...
2,2019.02.26.,"""대안없어 생계형 창업"" 68%…10명중 7명, 폐업 경험",이번 조사를 바탕으로 대한민국 평균 소상공인을 분석해 보면 53.8세의 중년으로 10년6개월가량 서울... 조사 결과에 따르면 창업 경험이 있는 소상공인의 73.5%는 폐업 경험이 있는 것으로 나타났다. 이들이 처음...
3,2019.02.27.,"숫자로 본 한국의 소상공인…""최저임금 또 인상되면 직격탄""",서울 은평구에서 요식업을 하고 있는 50대 A씨. 20대부터 요식업과 제조업 등 창업을 반복했지만 무려... 폐업 위험에도 창업을 하는 이유로 10명 중 7명이 '창업 외에는 다른 선택의 여지가 없어서'라고 답했다....
4,2019.02.26.,[Who Is ?] 한성숙 네이버 대표이사 사장,소상공인 창업을 돕기 위한 플랫폼 공간 '파트너스퀘어 광주'를 열었다. 서울 역삼과 부산에 이어... 백과사전을 만들기 위해 가장 먼저 제휴한 출판사는 지금은 폐업한 한국사전연구사다. 이 출판사는 20년 전 패션학...
5,2019.02.26.,"벼랑 끝에 내몰린 소상공인들…70% ""1년새 매출 급감, 한 명 고용도 힘들다""",기자 ] 서울 중구의 한 상가에서 3년째 치킨집을 운영하고 있는 김모씨(53). 이달 꼬박 장사해 손에 남은... 제대로 된 준비도 없이 창업에 나선 탓에 폐업을 경험한 소상공인이 73.5%에 이르렀다. 소상공인 중 절반...
6,2019.02.26.,"""재창업자금 덕분에 버섯으로 제2 인생""",‘재창업자금’ 덕분입니다. ” 26일 서울경제신문과 만난 이재춘(56·사진) 월드팜 대표는 이렇게 말하며... 그는 2000년대 초반 친환경 건축 마감재를 제조하는 사업을 운영했지만 악조건이 겹치며 결국 지난 2006년 폐업했...
7,2019.02.26.,10명 중 7명 '폐업'하고도…'창업' 끊지 못하는 이유(종합),"없어= 폐업 위험에도 창업을 하는 이유는 '창업 외에는 다른 선택의 여지가 없어서'(67.6%), '성공할 수 있는 좋은 기회여서'(25.0%), '가업 승계를 위해서'(2.3%) 등으로 나타났다. 이날 중기부는 서울 여의도..."
8,2019.02.28.,[소상공업계동향] 김기문씨 제26대 중기중앙회장 당선외,"구축해 창업, 금융, 판로, 디자인, 컨설팅, R&amp;D 등 민·관·학·연 기관을 집적해 중소벤처기업에 스크럼 방식으로 패키지 지원할 계획이다. 이상직 중진공 이사장은 “서울지역 산업의 핵심인 가산디지털단지..."
9,2019.02.27.,소상공인 10명 중 7명 소득 줄어… 월 269만원 번다,26일 서울 여의도 중소기업중앙회에서 중소벤처기업부 김형영 소상공인정책관이 '2018년 전국 소상공인... 5회로 나타났다. 창업 경험자의 73.5%는 폐업 경험이 있었다. 첫 창업을 했을 때 평균 연령은 39.8세였다.
10,2019.02.22.,버닝썬 본사 의심받는 유리홀딩스 대표는 배우 박한별 남편…승리와 공동 창업,빅뱅 승리와 유리홀딩스를 함께 창업하고 공동 대표로로 일해온 사업 파트너 유모씨가 배우 박한별(왼쪽... 휩싸여 서울경찰청 광역수사대의 고강도 조사를 받고 있다. 이 클럽은 지난 16일 일방적 폐업을 공지한 뒤 그...
11,2019.02.12.,[청계천 옆 사진관]문재인 대통령 부부의 수제화 사랑,문 대통령이 추가로 구두를 구매하려 했는데 이미 4년 전 폐업한 상태였다는 스토리에 많은 사람이... 한편 문재인 대통령은 새해 첫 경제 행보는 지난달 3일 수제화 시장에 뛰어든 청년 창업자를 격려하기 위해 서울...
