,date,title,contents
0,2020.08.21.,"서울 영등포구, 코로나 취약계층에 1천556개 공공일자리","서울 영등포구는 신종 코로나바이러스 감염증(코로나19) 사태로 실직·폐업한 취약계층에 공공일자리... 구는 일자리 제공에 더해 요양보호사 양성, 집수리 교육, 치매관리사 양성, 신임 경비 교육, 창업형 유튜버 교육 등..."
1,2020.08.25.,[오늘의 서울 톡],실직·폐업 등의 피해를 입은 사람이다. 신청은 26일까지 강서구청 일자리정책과로 제출하면 된다. 동대문... 경제지원센터’ 창업자들로 구성된 DDM 메이커 협동조합이 서울시 예비마을기업으로 선정됐다고 24일 밝혔다....
2,2020.08.21.,"[정책사이다] ""시급 1만 원 받고 농촌 가자!""…서울시, 지역상생 농촌일자리 ...","이에 서울시는 18일 농촌 지역의 일손부족을 해결하고, 실직·폐업 등으로 일자리를 찾는 서울시민 100명을... 선발 기준에 명시된 교육은 서울시에서 운영하는 농업 분야 취·창업 전직 희망자 및 영농 관련..."
3,2020.08.22.,서울 영등포구 ‘코로나 뉴딜사업’…1556명에 희망일자리,서울 영등포구가 코로나19로 생계에 어려움을 겪는 지역 주민들을 위해 희망일자리 사업을 확대 추진한다고 22일 밝혔다. 희망일자리 사업은 코로나19로 인해 실직·폐업한 취업 취약계층에게는 일자리를 제공해 생계...
4,2020.08.14.,"[MIK HOT SPOT_서울먹거리창업센터] 스테이정글, 유전자 분석 데이터 기반 건...","이제 맛과 영양 두 마리의 토끼를 잡은 식단으로 주방을 폐업시켜 드리겠습니다. 한편, 'MIK HOT SPOT(메이드인코리아 온라인전시회)' 참가 기업을 지원한 '서울 먹거리 창업센터'는 농식품 관련 기업들의 혁신적인..."
5,2020.08.01.,"서울시여성가족재단, 여성창업공간‘스페이스 살림’ 3차 입주기업 모집",서울시여성가족재단은 여성·가족의 일과 삶의 균형을 지원하는 복합문화공간이자 여성들의 일자리를... 있는 폐업 1년 미만의 여성 재창업자라면 지원이 가능하다. 선정된 기업·재창업자는 유형별 맞춤형 전용 공간 및...
6,2020.08.30.,새집줄게 빈집다오,"30일 국토교통부는 전북 전주시와 서울 서대문구, 경기 동두천시, 인천 동구, 경남 사천시 등 총 5곳에 '빈집 특화재생 시범사업' 대상지를 선정했다고 밝혔다. 전주 지역은 공공임대주택과 예술인 창업시설‧건강지원센터..."
7,2020.08.31.,"코로나 속 상반기 창업 26% 증가, 경제 현실 반영했을까",부동산업 제외하면 전년 상반기 대비 0.1% 증가 폐업 기업 수는 깜깜이...경기 상황 파악 어려워 자생적 창업인지 정부 지원 창업인지도 중요 신보훈 기자 bbang@ajunews.com 서울 강남구 코엑스에서 열린 '제57회 프랜차이즈...
8,2020.08.31.,"[인터뷰] 이윤재 중소상공인희망재단 이사장 ""성공할 수 있다는 희망 심어주고...","국내 창업기업의 절반 이상이 창업 후 3년 전후로 '죽음의 계곡(데스벨리: Death Valley)'을, 또 5년 이내 10곳중 7곳이 2차 데스벨리를 넘지 못해 폐업하는 현실에서 이같은 '성장사다리' 역할로 중소상공인희망재단이..."
9,2020.08.30.,"코로나19 재확산, 쌓여가는 중고 주방용품",신종 코로나바이러스 감염증(코로나19) 재확산으로 외식업계에 폐업은 많아도 창업은 없는 가운데 30일 서울 중구 황학둥 주방거리에 중고 주방 용품들이 놓여져 있다. 2020.8.30/뉴스1
10,2020.08.30.,'장사도 안되는데...',= 30일 오후 서울 중구 황학동 가구·주방거리가 한산한 모습을 보이고 있다. 최근 코로나19 여파로... 줄폐업하는 바람에 중고 물품을 판매하려는 고객은 늘어나고 경기 악화로 창업하려는 사람은 줄어 집기들이...
11,2020.08.30.,'그만 퇴근하자...',= 30일 오후 서울 중구 황학동 가구·주방거리에서 한 주방설비 가게 주인이 문을 잠그고 있다. 최근... 줄폐업하는 바람에 중고 물품을 판매하려는 고객은 늘어나고 경기 악화로 창업하려는 사람은 줄어 집기들이...
12,2020.08.30.,'휑한 황학동 거리',= 30일 오후 서울 중구 황학동 가구·주방거리가 한산한 모습을 보이고 있다. 최근 코로나19 여파로... 줄폐업하는 바람에 중고 물품을 판매하려는 고객은 늘어나고 경기 악화로 창업하려는 사람은 줄어 집기들이...
13,2020.08.26.,창업 사기 당한 가족 때문에… ‘마이프랜차이즈’ 만든 김준용 대표,"3년 연속 폐업률 1위를 기록하고 있다. 서울시 ‘2019 서울의 프랜차이즈 분석결과’에 따르면 브랜드의 3년 생존율은 79.4%, 즉 10곳 중 2곳은 사라지는 것으로 조사됐다. 준비 없는 창업의 결말은 비극으로 끝나기 쉽다...."
14,2020.08.28.,"외식업 코로나 '2차 타격'…""차라리 폐업이 낫다""","폐업은 많아도 창업은 없다 보니 중고 가구·주방 거리에는 물건만 쌓이고 있습니다. [김행자/중고 주방기기... 지난주 서울 골목상권 매출은 지난해보다 25% 줄었는데, 올 초 1차 코로나 대확산 시기와 같은 수치입니다. 1차..."
15,2020.08.27.,"30년 맛집도 무릎 꿇었다…""차라리 폐업"" 망연자실",폐업은 많아도 창업은 없다 보니 중고 가구·주방거리에는 물건만 쌓이고 있습니다. [김행자/중고 주방기기... 지난주 서울 골목상권 매출은 지난해보다 25% 줄었는데 올초 1차 코로나 대확산 시기와 같은 수치입니다. 특히...
16,2020.08.26.,“시동 꺼진 푸드트럭”…정부 무관심과 코로나에 무너진 꿈,"서울시가 운영하는 ‘밤도깨비 야시장’ 같은 특수영업지에 속한다. 하지만 코로나19 확산 방지를 위한... 쉽게 창업할 수 있는 업종인 만큼, 앞으로 영업할 장소가 확대돼 더 이상은 폐업으로까지 이어지지 않게 울타리를..."
17,2020.08.24.,"“코로나 불안한 도시여 안녕… 4년 준비한 귀농, 이참에 결단”","코로나19로 외국인 일손이 부족해진 농촌과 휴직, 폐업 등으로 일자리를 찾는 도시 구직자를 연결해주기 위해 마련한 프로그램이다. 지역별로 회당 30명씩 선발했는데 지난달 모집한 2기 프로그램에 서울에서 121명..."
18,2020.08.28.,7전8기 인생…이젠 예비창업가 팔걷고 돕죠,"개업 1년여 만에 폐업했는데 이 대표는 이때를 '인생 최대의 도전이자 최대의 실패'라고 회상했다. 자신의 실패를 교훈 삼아 후배들의 창업을 지원하고 그들의 성장을 돕고 있는 이 대표를 최근 인천 송도에서 만났다. ""3년..."
19,2020.08.21.,"영등포구, 코로나19 뉴딜 사업으로 1556명에 일자리 제공","서울 영등포구는 신종 코로나바이러스 감염증(코로나19)으로 실직·폐업한 취업 취약계층 1556명에게... 하반기에는 치매관리사 양성과정, 신임경비 교육과정, 창업형 유튜버 양성과정 등을 운영할 계획이다. 채현일..."
20,2020.08.27.,"용산구, 청년창업지원센터 입주기업 모집","서울 서울 용산구(구청장 성장현)가 국제빌딩주변4구역(한강로3가 63-70 일대) 구민편의 복합시설에 들어설... 휴업, 폐업, 환경공해 배출업자 등은 모집대상에서 제외된다. 창업 공간(2인실, 4인실) 임대기간은 1년이다...."
21,2020.08.19.,택배에 보험가입·타이어렌탈까지…편의점 없이 살 수 있나요?,"편의점업계 관계자는 ""서울 등 수도권은 더 들어갈 자리가 만만치 않지만, 지방도시는 아직 출점할 여지가 있다""며 ""이전만큼 성장세가 가파르진 않겠지만 편의점 창업수요자들의 관심이 높은만큼 증가세는 이어질..."
22,2020.08.30.,[금강일보-대전시 공동기획 : 2020 대전 청년을 말하다] 18. 이인수 하이촌 대...,이때가 기회다 싶어 명퇴한 후 서울에서 고향인 대전으로 내려오면서 본격적인 창업에 뛰어들게 됐습니다.... 곳곳에서 폐업을 하는 모습을 보면 알 수 있죠. 그렇지만 복지의 사각지대에 놓여 있어 생계 자체가 어려운...
23,2020.08.24.,강원지역 건설수주액 전년 대비 38% 감소,"진입장벽을 낮춰 창업을 유도하고 시장을 활성화하겠다는 의도이다. 반면 업체 간 경쟁은 치열해질 것으로... 경기도, 서울 업체까지 달려든다""며 ""전문건설업에 대한 각종 보호 장치가 사라지면서 폐업 위기에 직면하는..."
24,2020.08.29.,"포스트코로나 시대의 소자본창업, ‘지지고’의 장기 생존 전략에서 답을 찾다","예비창업자를 위해, 장수 브랜드의 비법을 파헤쳐 공유하고자 한다. 첫번째 타자는 대학가에서 확고한 인지도를 지닌 장수 컵밥 브랜드 ‘지지고’다. 2010년 5월 서울 숭실대학교 인근에 16.5㎡의 소규모 매장으로 문을 연..."
25,2020.08.19.,"""中企 경쟁력 강화하려면…가업승계 증여세 과세특례 확대해야""","이영한 서울시립대 교수는 '기업승계 세제지원의 필요성과 가업승계 증여세과세특례 제도 개선방안'에 대한 주제발표를 통해 ""창업자의 경영이념 및 철학의 계승과 유지가 장수기업의 경쟁력을 결정하고, 가업승계기업의..."
26,2020.08.19.,전국 동네책방들 “도서정가제 개악 땐 동네서점 줄폐업” 성명,"청년 창업이 늘고 독립서점이 전례없이 증가하며 풍성한 책문화를 만들 수 있었다”며 “거짓정보에 기반해 도서정가제를 없앤다면 출판사들은 책 가격을 높일 수밖에 없고, 힘없는 출판사들과 동네책방이 줄폐업하..."
27,2020.08.24.,[W포럼]구글에 종속된 국내 앱 시장,"구글 창업자 래리 페이지는 ""만약 우리의 목표가 돈이었다면, 우리는 회사를 아주 오래전에 팔고 해변에 누워 있었을 것이다""라고 했지만, 작금의 행보를 볼 때 구글의 목표는 돈이 확실한 것 같다. 김현경 서울과학기술대..."
28,2020.08.18.,부동산 창업경진대회 대상 ‘비대면 하자보수 플랫폼’ 선정,"국토교통부는 18일 한국감정원 서울사무소에서 ‘2020년 부동산서비스산업 창업경진대회’ 시상식을... 이밖에 폐업·낙후된 숙박시설 재생 청년 Co-Living House(게릴라즈팀), 부동산 마이데이터 활용 공유경제 서비스..."
